stem,idf
tsurya,2
aoola,2
drug'byung,2
'dzaglus,2
bhyast'i,2
'dugres,2
k'irshoo,2
brintam,2
tadd'a,2
srogrtsa,2
gcigthabs,2
ghrishti,2
'goggal,2
net,2
bashth'i,2
shognag,2
tsusma,2
masha,2
smrab,2
pa'okye,2
khragskrangs,2
bgonad,2
tesgrub,2
hy'e,2
bhidzdza,2
shyanti'i,2
yisji,2
ratti,2
bika,2
y'it,2
thaba,2
rogbzhi,2
s'amni,2
s'amna,2
s'amne,2
britstshata,2
tstso,2
byabla,2
kabum,2
togra,2
sonyan,2
sengga'i,2
tsat'i,2
godgos,2
sitha,2
shti'o,2
myanytsam,2
shti'i,2
'dugtshad,2
pakhro,2
munytse,2
dbugthal,2
bzlogbzhad,2
khragskran,2
norgyal,2
shogthabs,2
tyadhi,2
gciggnod,2
ts'arya'i,2
badzrota,2
n'addha,2
gurba,2
mgomgyogs,2
gortog,2
nyur,2
dzap,2
pa'osgom,2
tadhi,2
rdve,2
gigzhung,2
dagskal,2
kongkana,2
mchogs'a,2
phyugyid,2
shamya,2
tt'anta,2
aasmra,2
bishti'i,2
nosta,2
tirdu,2
tratta,2
bya'odeng,2
zhingmchod,2
shiglangs,2
nastva,2
dzartstsa,2
rig'gro,2
k'ashth'i,2
dvishte,2
bdugslob,2
dvishtu,2
dgelha'i,2
shirna,2
marga'am,2
bdagdbyer,2
gsumnas,2
rothal,2
rothag,2
shigdpa',2
a'adra,2
ba'an,2
hatma,2
lda',2
tutha,2
satk'ar,2
gandhy'a,2
shog'dod,2
'jugming,2
budbu,2
phy'am,2
so'jam,2
pottha,2
tattanda,2
ranytsinti,2
bklagde'i,2
randh'i,2
bzhagskra,2
bzhagsgo,2
dan'a,2
botthi,2
dhvantam,2
aubdz'a,2
bgyizhes,2
mindra,2
tani,2
rtogdge,2
rnir,2
heshtsa,2
samr'at,2
shamu,2
tatke,2
svita,2
autsushma,2
ii,2
tatku,2
ma'ome,2
drugbsnan,2
romu,2
sy'atya,2
yadme,2
briksh'atpa,2
dobka',2
bobdag,2
gcigbsten,2
hrvi,2
gcigzhugs,2
rakshy'a,2
dussa,2
k'angka,2
tishth'i,2
ts'uta,2
k'ina,2
bedma,2
phyugsrin,2
cinges,2
dhyakshe,2
gatstshi,2
satb'a,2
shiggsal,2
bzhagbyang,2
mushtoo,2
tsi'u,2
bsregmkhris,2
tobtsun,2
dhirga,2
romchod,2
tstshom,2
'dzegces,2
pa'itshig,2
rghi,2
sgrogbzhi,2
k'ashti,2
partta,2
yann'i,2
partti,2
ba'o'od,2
drugdngul,2
binte,2
rdanta,2
choglus,2
yinrgyal,2
daddi,2
yandhi,2
batt'i,2
byakty'a,2
bzlogdbang,2
'jugbya,2
dvana,2
thagmed,2
t'aye,2
yadbha,2
aadza'i,2
bardzes,2
ghr'ata,2
khatvam,2
skin,2
medh'a,2
tsitr'i,2
shogskyob,2
tsitr'a,2
tshrindanti,2
a'artstshi,2
tatk'al,2
dharbha,2
sdra,2
shubh'a,2
gharda,2
nama'i,2
byugnang,2
tirb'a,2
gomngon,2
modus,2
mindngos,2
g'argyal,2
balku,2
ma'nta,2
ginyid,2
a'atsar,2
'gyurmi,2
bdagtshong,2
tsakle,2
p'ull'i,2
keerbha,2
sudh'i,2
sutsa'i,2
pina,2
raya,2
sundar,2
'dugdang,2
groo,2
karnoo,2
bhisa'o,2
rabba,2
zhigbzhad,2
buddhyo,2
g'atma,2
sast'u,2
prasna,2
rakshoo,2
roming,2
d'aki,2
drug'bum,2
bzhagthog,2
thagsbom,2
krisna,2
mchogla,2
mchoglo,2
ciggdug,2
yidgu,2
b'annam,2
dzv'i,2
sthul,2
sadgha,2
nrri,2
bdagspro,2
ghaslir,2
bsregspyan,2
dgemthong,2
dragrgya,2
kyangbdag,2
th'ata,2
gcigmur,2
ndarsha,2
b'asmee,2
mr'ashta,2
thigsa,2
gyib,2
ngosems,2
gshegsbdag,2
kshott'a,2
dagchog,2
katstshi,2
bhukkarmma,2
las'od,2
togkhams,2
a'urmmi,2
'dide,2
sharmmi,2
damshtam,2
dokshi,2
mchogrtsod,2
b'aktre,2
kulles,2
b'aktra,2
mchogrtsol,2
cig'di'i,2
pakshyama,2
k'antva,2
tedh'a,2
rudda,2
bdagphyogs,2
mam'a,2
tsakshi'i,2
dhaka'ang,2
puma,2
gast'i,2
rupa,2
shoglhan,2
shoglhag,2
bdagaa,2
magne,2
bdagau,2
shnunya,2
ma'obzhi,2
want'a,2
want'i,2
shreshth'i,2
aoorno,2
tshigkhyim,2
bhidba,2
barla'o,2
a'a'ang,2
nasrkang,2
ginga,2
batha,2
takshya,2
a'adh'a,2
kshvam,2
yimchod,2
'dug'chi,2
kutte,2
napt'a,2
kuttu,2
khangka,2
rarna,2
dangrkang,2
soh'um,2
l'anytsa,2
kirshu,2
nosu,2
trdza,2
b'anba,2
tast'am,2
brtag'khrul,2
susta,2
shigsnying,2
shunta,2
bh'uddhi,2
'dodsems,2
ks'anya,2
r'udha,2
kokku,2
ba'othabs,2
mriddha,2
rigbya,2
sva'h'a,2
shogspos,2
nuttar,2
kargun,2
tsart'i,2
lheb,2
aagm'i,2
bya'orlung,2
notshigs,2
teshin,2
nadgri,2
pyoo,2
aarbb'a,2
gzhugrgya,2
dzitha,2
brtagkhyim,2
derb'a,2
blugkha,2
ksh'ing,2
bratma,2
regrgyu,2
krinti,2
gane,2
gichang,2
aatt'ata,2
b'arka,2
lasreg,2
brtagsngon,2
dushkh'a,2
bsregdur,2
dushkha,2
'khrugtshon,2
bzloggsal,2
byati,2
po'osprul,2
det,2
byabsod,2
gzhagsgra,2
chugdon,2
bzlogchos,2
toslar,2
bsregaom,2
pa'ophan,2
dag'du,2
narnna,2
dugh'a,2
dh'ana,2
m'urbi,2
badr'a,2
thagyang,2
datthi,2
t'ikshtsa,2
thakke,2
cigltag,2
syada,2
aedhi,2
gnagmi,2
shig'khyud,2
dugshin,2
dzidbi,2
bistri,2
yislegs,2
'jigma,2
po'u,2
tr'aptam,2
pr'ashta,2
l'aksha'i,2
naci,2
dushtna,2
kyisrim,2
p'ud,2
'dugthams,2
badhn'a,2
khvi,2
d'inga'o,2
byedkun,2
ghatt'a,2
'jugsa,2
aasbhu,2
rod'a,2
saktha,2
snral,2
nodus,2
bdagbrtan,2
nodug,2
gaskyu,2
dzar'a,2
gamkha,2
ba'di,2
brtagmtshan,2
gcigsdig,2
rashtha,2
auddhi,2
nophyi,2
tv'm,2
tv'e,2
h'a'i'o,2
baptha,2
t'itstshaho,2
digba,2
nvam,2
zlang,2
dishyata,2
y'aksh'i,2
b'idde,2
tirle,2
terbri,2
mchoggus,2
kathi,2
nyi'i'o,2
sobu,2
dryak,2
phyagrlung,2
dad'a,2
nirbhu,2
gzhagdran,2
a'anda,2
phogsrog,2
hrishtam,2
glaha,2
barshee,2
bdagsnang,2
narde,2
nardi,2
nardo,2
dagtshang,2
shranthishta,2
shigsrid,2
shashtam,2
bdagsu,2
thogtsha,2
pa'obstan,2
aabhyasta'i,2
b'apsya,2
byutpa,2
pyante,2
gi'ode,2
snung,2
kambam,2
kruddhya,2
turh'a,2
shogbcings,2
mingga,2
y'asht'a,2
d'arbbi,2
shogkhrus,2
sy'antam,2
aisht'i,2
solha'i,2
dagsdud,2
rtsitta,2
tvadba,2
lagspos,2
shasrang,2
tumb'i'i,2
audpal,2
cigklu'i,2
ga'oyang,2
dgagji,2
bh'ad,2
beshtu,2
dagskra,2
beshto,2
phugchu,2
bya'otshangs,2
tvatkri,2
aooshthyam,2
m'arkshva,2
logdri,2
medsdig,2
dagbskal,2
soyul,2
parshad,2
sosh'ishta,2
togrgyal,2
bdhoo,2
bhriti,2
grisum,2
logbden,2
grimhna,2
mungb'a,2
dagrnams,2
pulli'i,2
gcigna,2
moondi,2
dz'em,2
smana'o,2
svapsya,2
tasminbi,2
aanant'a,2
dvishba,2
sobzod,2
bhve,2
bhvi,2
bhvo,2
yurn'i,2
kambod,2
gcigphyir,2
dhyanta,2
dbh'a,2
roae,2
pa'onyis,2
lnga'odes,2
pa'onyin,2
phyugbdag,2
aahn'i,2
shunth'i,2
kshv'a,2
taksh'u'i,2
shigrgyang,2
lakun,2
stsolmtshan,2
sh'artham,2
runa,2
gcigder,2
mchogskad,2
pa'oskyed,2
dandra,2
nimed,2
todb'a,2
shanno,2
buddhyee,2
'grozhe,2
batstso,2
gcigseng,2
shogman,2
tsidbh'u,2
pa'ogtum,2
pratstshurbha,2
ktri'i,2
tustu,2
yi'jam,2
migkun,2
aatto,2
kalpishta,2
gcigbtung,2
mchogda,2
a'ana'o,2
zagde,2
sgyum,2
tirdha,2
tesh'a,2
b'artti,2
shts,2
garma,2
yangstong,2
tsakra'o,2
do'di'i,2
reshtsa,2
dh'urbi,2
'gyurdbang,2
buddhar,2
harmmy'a,2
dzhdzh'u,2
dzhdzh'i,2
tshig'phags,2
aindh'am,2
dzhdzh'a,2
mudda,2
mudde,2
de'on,2
shalbha,2
shalegs,2
bu'obya,2
nimtshams,2
shogbram,2
pa'oral,2
chogsangs,2
p'artu,2
gnagbsdu,2
sri'i'o,2
nurmma,2
dzil,2
m'arshi,2
ybri,2
rapta,2
'dugthos,2
mogdh'a,2
dagtsan,2
yasth'u,2
norigs,2
rosrog,2
zhigdkyil,2
nobsten,2
bdaggtsang,2
dagbyi,2
bshadgang,2
shu'u,2
pa'iye,2
kyim,2
bdagmdun,2
st'urnna,2
bkagrlung,2
rala,2
hastashtsa,2
yang'di,2
dhani,2
brtagphyag,2
tastatpra,2
teerbha,2
shatte,2
tsik,2
zhigbsams,2
shatti,2
'gagnye,2
nantoo,2
stv'i,2
mista,2
shishti,2
dagsrin,2
rotthi,2
batpe,2
pa'osha,2
shvasa,2
bhaba,2
goota,2
yurdi,2
dbugbu,2
hyid,2
mchogdpe,2
ktre,2
gzhag'dab,2
mnande,2
zhse,2
tolus,2
gzhagthur,2
zhigdpa',2
byasrung,2
bdagdeng,2
r'adh'a,2
'gyurkhyod,2
g'anni,2
g'anna,2
yina'i,2
gana'i,2
'dugtshong,2
shogbkren,2
harma,2
aanytse,2
bdagmkhas,2
tatv'a,2
'dzagrims,2
aib,2
yakshu,2
dagcir,2
dhrita,2
a'arye,2
mm,2
shoon,2
b'anytstsh'u,2
kanda'i,2
cigthabs,2
aardi'i,2
robh'u,2
damshtotka,2
yangna,2
kadar,2
skragreg,2
p'udzi,2
gimtshams,2
tadbh'u,2
laghu,2
datpu,2
gorkang,2
bdagre,2
dhvastam,2
bzloggzhan,2
nobad,2
tocho,2
shastr'i,2
shishth'a,2
lente,2
r'artti,2
gzhugzhun,2
bya'osprul,2
dhr'um,2
bklagmchod,2
badbhy'a,2
pa'obag,2
yinsman,2
bh'ikshna,2
tobstan,2
tishy'a,2
kvipa'ang,2
bksha,2
aulba,2
ngodza,2
warnam,2
na'osku,2
rtsva'ang,2
durgandha,2
tvidbhy'am,2
rutma,2
demtshan,2
t'urnni,2
shtsoo,2
giphung,2
shig'od,2
dumw'ara,2
tsyees,2
sla'oyang,2
gv'i,2
la'oji,2
shigphongs,2
svom,2
zhigsgra,2
bhy'asta'i,2
madzha,2
tusbyin,2
srinydzi,2
sh'atstshe,2
bzlog'dod,2
bya'ora,2
techos,2
pranydz'a,2
bhanydz'u,2
b'admu,2
y'atstsa,2
thobces,2
gobad,2
shilpa,2
sm'ata'o,2
s'att'am,2
beer,2
garddha,2
garddhi,2
dagmchu,2
mdoggo,2
dzdzoo,2
ts'anta,2
pasngon,2
yuna,2
kaphyogs,2
bartman,2
shigcang,2
khragsha,2
shakr'a,2
byatsa,2
'dugbyang,2
aishatka,2
ditti,2
gzhugphyi,2
togba,2
togbu,2
shogzhing,2
sh'nti,2
dyatsa,2
kasna,2
yika,2
cigkhams,2
phyirdge,2
cigsam,2
mchogyod,2
tyutp'a,2
zugrtsib,2
ty'akta,2
shardu,2
aurka,2
shtkma,2
ladzha,2
kiautpa,2
tstshandor,2
tsurbi,2
grebcu,2
shabdam,2
s'isht'a,2
bya'omchog,2
dhenu,2
l'agni,2
l'agna,2
laslus,2
medji,2
bidu,2
gcigtshad,2
pandhu,2
tomtshan,2
sy'atstsa,2
shaktam,2
gugde,2
aarbana,2
drugsbyor,2
norba,2
mamli,2
pa'okri,2
sogso,2
lonm'u,2
pa'oyongs,2
aastri,2
la'ochos,2
d'ipte,2
tranda,2
pa'omkhas,2
bcugta,2
mdogbum,2
y'adzny'a,2
cigbslab,2
brtagnor,2
shurna,2
nothogs,2
tv'atpra,2
byabad,2
pmi,2
du'odngos,2
dosdom,2
gasdong,2
teestee,2
r'asht'i,2
wyant'i,2
mindbu,2
kasring,2
ph'an,2
tasmim,2
ranar,2
shognyes,2
ebzhin,2
bh'ir,2
kranda'i,2
dagsgrib,2
sreg'dzin,2
kap'a,2
sodbyar,2
nishkri,2
pittam,2
gnaglegs,2
gcig'khor,2
mlit,2
yuste,2
dzatta,2
ba'obzlas,2
byuggtsug,2
dvisham,2
gapi,2
nassu,2
dyukta,2
rurdo,2
aarbanti,2
biskam,2
aalp'i,2
kyangsdig,2
yuwam,2
wak,2
santarpa,2
sv'arsht'am,2
stugmtho,2
wai,2
bharya,2
gzhagsdig,2
gzhugdam,2
ngo'dir,2
dagmjug,2
bzlogrtag,2
gyi'ode,2
shesmin,2
lacho,2
cigsnod,2
lyut,2
panytsi'i,2
btegdpung,2
r'ardhe,2
harba,2
dasminna,2
dangsgra,2
gasmin,2
tsha'u,2
'jig'khor,2
ng'i'i,2
kunthams,2
shazur,2
laglag,2
gsugns,2
lalus,2
s'andhyam,2
gubbhya,2
dome'i,2
b'agha,2
ngoyi,2
bya'odri,2
mchogrnyog,2
taya,2
gabcu,2
druglag,2
druglas,2
babyang,2
satte,2
kisham,2
sattu,2
thugkha,2
zhigsbyin,2
minma,2
aoshti,2
m'arshtu,2
aoshta,2
reshta,2
'dugkhrus,2
byeg,2
tsitshnda,2
nala'i,2
byet,2
rghya,2
ladb'a,2
pa'orgyas,2
pasv'i,2
pola,2
ndh'i,2
basslob,2
cigsgrol,2
cigsgron,2
khadgo,2
khadgi,2
mdogcig,2
dzval,2
ni'byung,2
mtshan'gro,2
rasmin,2
dzant'am,2
phphl'i,2
trinba,2
brtag'dus,2
prashtshi,2
gasta'i,2
bzhagdang,2
tonye,2
tsitya,2
gicig,2
satr'a,2
pumbhya,2
phre'u'am,2
godh'a,2
sbyab,2
kt'o,2
tishtha'i,2
bitya,2
sh'urkshya,2
sh'iksha,2
rotshogs,2
soyo,2
karab,2
karal,2
gcigmes,2
strvam,2
ts'ap,2
gzhagskye,2
shnri,2
gcigsrog,2
goder,2
hr'i'am,2
b'ashp'am,2
pa'oa'a,2
dtta,2
rshti,2
bzhag'khor,2
phyirnam,2
tsinni,2
dagdbyer,2
skyugkhrag,2
kunta'i,2
kushn'a,2
ghma,2
dagmgul,2
'osde,2
nartog,2
sarppi,2
sh'agni,2
padmal,2
zhesde,2
deksha,2
darpan,2
ratu,2
teb,2
gnagskom,2
zhignyan,2
rvam,2
yinsngags,2
barbritt'am,2
nudpanna,2
brtsigbum,2
skanna,2
shtshanda,2
'juglas,2
stasmee,2
bdagnyin,2
dag'dren,2
khy'a'o,2
ma'o'du,2
yodbha,2
'jig'di,2
autpashya,2
gcigzhag,2
aashm,2
rbag,2
dzhyu,2
barbu,2
garang,2
g'irsh'a,2
shrinbhu,2
rodka',2
yasv'a,2
pisht'am,2
n'aya,2
bishthe,2
ba'ortogs,2
badyi,2
yna,2
karlung,2
hushnu,2
shvaryee,2
sh'ishma,2
h'arsht'am,2
rtogchos,2
bhaga'i,2
shigsgra,2
rv'am,2
bastro,2
gsolde,2
sham'a,2
a'aksh'a,2
dopra,2
tikt'a,2
minrang,2
trida,2
'dugser,2
tadgri,2
kadya,2
garhya,2
aaksham,2
dhvu,2
bya'ophyi,2
tsitstshe,2
nishya,2
bradzi,2
tasva,2
sh'asti'i,2
biksh'ishta,2
dvishtsa,2
psyata,2
lasman,2
du'obcom,2
solhor,2
murttam,2
pr'aptum,2
dzayya,2
poonda,2
tomkhas,2
gocang,2
gunpa,2
samta,2
sh'irsha'o,2
pp,2
norjes,2
doci'i,2
cigstan,2
rding,2
autstsi,2
sy'adbi,2
minbsam,2
gi'og,2
domba,2
ttyee,2
a'ark'a,2
bzhag'di,2
bhringg'am,2
bdagdbul,2
zhigmdor,2
bya'ostong,2
nasrid,2
b'aktsh'u,2
togdus,2
togmdzod,2
du'bad,2
brikshatstsh'a,2
yinrjes,2
bkagshin,2
la'ora,2
l'abdhi,2
shignga'i,2
nidben,2
dz'amb'u,2
shabsregs,2
gzhagmtshon,2
bargad,2
mdogde'i,2
tendu,2
k'irty'ata,2
t'an'a'o,2
dumkhas,2
yantas,2
mobsgom,2
dangtshe,2
tsnta,2
sragbi,2
byoszhes,2
'gyurrgyal,2
khrag'dra,2
h'artha,2
tarki,2
nachos,2
turgu,2
rigthob,2
mdoglas,2
tadbhe,2
linta,2
tsitpa,2
ky,2
kintve,2
can'di,2
tvartha,2
gcigsor,2
teta,2
sattha,2
lutstsha,2
namyur,2
bhukka,2
shiglong,2
thishta,2
lngami,2
h'arda,2
augtha,2
pas'dod,2
pying,2
purga,2
dryantsa,2
so'chi,2
gyurri,2
hh'a,2
'jogslar,2
brindishtha,2
sore,2
sora,2
soro,2
gcigtshig,2
'jugrdzas,2
'jigyang,2
drugsor,2
bdagkhro,2
stsub,2
lumba'i,2
terbba,2
tshiggling,2
karmormi,2
sla'ogal,2
bidham,2
gah'um,2
lasji,2
shogdgon,2
bcugbye'u,2
sla'okhyed,2
radh'a,2
boktam,2
bzhizhes,2
yetra,2
bkuggung,2
molle,2
sminsanni,2
ldognges,2
zhigbslab,2
aang'i,2
dugkhros,2
khandee,2
rigg,2
tridh'a,2
'dzagao,2
brtagta,2
dagmkhris,2
tseddvi,2
khragsnad,2
khragsnag,2
auddho,2
ratn'ardza,2
daglugs,2
lupt'a,2
benna,2
phyirrgyu,2
yantsam,2
pa'ogso,2
bzlogtshul,2
nutpanma,2
hurmu,2
randa'o,2
tasn'a,2
mdoggdugs,2
shigzer,2
murtta,2
rantha,2
karte,2
pasku,2
tsh'attra,2
dubde,2
b'anytsha,2
kroshtr'a,2
sobzlas,2
k'asha,2
rurla,2
madi,2
gahe,2
beetta,2
masdzin,2
mchogcas,2
baghi,2
thatsa,2
hatpu,2
nognod,2
pame,2
bsregrlung,2
tashth'a,2
blazhes,2
no'od,2
tsinyra,2
tsashth'a,2
tsisk'irsha,2
kushman,2
gzhagrtsa,2
gcigcho,2
garmud,2
zhigdgon,2
thassa,2
sammyaksam,2
yundha,2
m'atpar,2
pa'oldog,2
r'ab,2
ts'o,2
shalle,2
dangmdo,2
narku,2
aigna,2
kardhi,2
gzhagphur,2
ghana'o,2
rundham,2
aushta'o,2
'phrogrmi,2
taae,2
mangku,2
prikka,2
zhigrgyud,2
dhakshyanti,2
'jugbar,2
shashtham,2
'gagsngar,2
nimun,2
'bullho,2
laglegs,2
r'ashta'i,2
shogmdag,2
rtsakra,2
bunsa,2
lorab,2
nendri,2
go'brel,2
sad'a,2
shani,2
m'anba,2
mushm'a,2
aasmins,2
ni'grub,2
a'ahl'a,2
steyod,2
'dugphyag,2
bidmi,2
zhogstong,2
rthyarthe,2
zva,2
mchogltos,2
pazhing,2
phph,2
bishra,2
yinma,2
moh'a,2
ttara,2
turdharma,2
teern'a,2
sishd'am,2
tsenna,2
du'o'di,2
plushta,2
gre'u'i'o,2
meenda,2
dihi,2
briddhy'a,2
tvatsha,2
dugde,2
drugmdung,2
zhes'di,2
pakshye,2
ausht'a,2
rundhanta,2
n'arti,2
pullim,2
sardza'i,2
tshignye,2
saha'i,2
p'urb'atstsa,2
turbhy'am,2
murtstsh'a,2
kh'ahi,2
pasdus,2
sinya,2
shaktir,2
gcigrgyang,2
bh'andam,2
sr'aksha,2
logkye,2
plaksh'a,2
hridbhy'am,2
yambha,2
btonkye,2
girtse,2
gosrog,2
girtsa,2
nrid,2
gharam,2
bya'ogdams,2
minbdag,2
gcig'og,2
gcig'on,2
rt,2
cig'dzam,2
lyuta,2
aintre,2
a'iksham,2
cigbshad,2
sosgom,2
budddha,2
baktrad,2
tsanda'i,2
ghrm,2
h'anna,2
bgogang,2
bashi,2
tren,2
dobden,2
dhrishno,2
dhrishnu,2
pabya,2
bhara,2
t'adbhu,2
posangs,2
mchogdman,2
'jogde,2
byanydzi,2
sla'ode'i,2
tsatsa,2
aantarbata,2
'grochu,2
khyuta'o,2
rtstsh'a,2
'jig'dus,2
badan,2
agna,2
agne,2
nagbum,2
lodya,2
dangnyon,2
dgodces,2
norgha,2
dugang,2
h'amshtsa,2
sushnu,2
gharnnu,2
mchogcha,2
sushna,2
mchogcho,2
dore,2
phph'u,2
priti,2
brtagrtsol,2
lamtshan,2
samnytsa,2
bangga'i,2
gtsugdung,2
dangtshad,2
pa'olas,2
phph'i,2
lasthams,2
keba,2
r'anmukta,2
nidh'i,2
b'apt'a,2
murdhi,2
mingnyis,2
phyogsme,2
brtagzhes,2
kshmram,2
brtagmthong,2
k'arnnya,2
zhiggsung,2
shakt'i,2
'jigtshigs,2
goaom,2
kyisdgug,2
sbrugrting,2
dharm'an,2
bhisht'am,2
d'and'a,2
bcugdkyil,2
dunde,2
mchogded,2
shigrta,2
sobsrung,2
rgyi'u,2
dhy'i,2
'jugsdig,2
dagmthun,2
p'arshv'a,2
bekshi,2
bampa,2
bdagbcu,2
dombis,2
gnagrma,2
y'adzdza,2
rtogsa,2
h'urtt'a,2
satstsh'a,2
byagsang,2
nopri,2
sgo'i'o,2
de'orgyal,2
gdugbe,2
phyugche,2
'jugsrog,2
dushpu,2
dbyugde,2
stesngar,2
gsolsa,2
rming,2
pa'omdza',2
n'isne,2
tsusk'a,2
sth'anda,2
rnamsdga',2
bhanti,2
ni'bras,2
d'agdha,2
bakdhi,2
sdugthor,2
ro'gog,2
'duggnas,2
bassems,2
kadmar,2
dagnyid,2
dzanmanta,2
l'idha,2
n'anydza,2
m'asdza,2
r'it'a,2
hishka,2
shakti'am,2
tstshann'am,2
rleb,2
rogrol,2
m'urt'i,2
'gagchu,2
po'ospyi,2
pastong,2
s'un,2
regrang,2
dhakaaee,2
gunma,2
shv'asta,2
lngad,2
ste'dir,2
sv,2
sm,2
shika,2
graggrag,2
gzhagbsang,2
nirjes,2
krai,2
lrid,2
bindh'i,2
krat,2
torth'a,2
brishtashtsa,2
shadam,2
geesta,2
nidzdza,2
darkka,2
pa'obum,2
dragde,2
tonyaham,2
tadzdzha,2
pa'ogcig,2
pacung,2
buttishtha,2
bitt,2
hitstsha,2
y'u'o,2
singga'i,2
kurdha,2
mtsho'i'o,2
p'urb'ardham,2
smina,2
shigtshes,2
tsitt'i,2
a'udha,2
mapsu,2
byasgrub,2
gyur'khor,2
py'am,2
tyeka,2
goyushmad,2
mugti,2
shrota,2
yusa,2
mchogbdun,2
aushnik,2
prahl'a,2
trante,2
'dzagsna,2
mant,2
mann,2
zhigkhyed,2
mdogshar,2
sm'am,2
gzhugltag,2
manydzi'i,2
mdogro,2
d'ashta,2
polla,2
briddhyee,2
sdigsdug,2
nigdhi,2
aartsi'i,2
sv'apna,2
kilba,2
danglongs,2
gzhugmthong,2
rkem,2
k'irnne,2
pradzny'an,2
dz'ag,2
kastag,2
kastam,2
panytshu,2
dagdham,2
shigyul,2
mdogdga',2
rudhir,2
bkugces,2
m'artti,2
pa'ospyod,2
ksh'ar,2
'phroglog,2
binydzva,2
heg,2
hel,2
zhagdong,2
dhart'a,2
pann'i,2
rdham,2
sodpa',2
bhr'anta,2
dugdmu,2
sy'adbra,2
lcung,2
la'dod,2
rgyugglang,2
sodpal,2
sh'irsh'a,2
kamaom,2
kamaoo,2
tn,2
rnne,2
pyartha,2
syasht'i,2
gisbyin,2
br'ahmana,2
naphan,2
s'andhya,2
pba,2
zhagtshil,2
gsolbdag,2
'dzambu,2
'tshigsa,2
tsuksho,2
dhr'inya,2
d'ish,2
shigrnal,2
gosu,2
dh'andho,2
drugrkang,2
bigdha,2
radznye,2
radznya,2
bahl'i,2
tatna,2
kamdz'a,2
rtognam,2
ty'ana,2
satkarma,2
karnyam,2
dagbcas,2
m'urkhe,2
aurshir,2
m'urkho,2
purbi,2
k'arnn'a,2
syasminna,2
bedha,2
ratk'a,2
zhigsrid,2
migzla,2
k'om,2
dhokshi,2
sothe,2
damme,2
daggsung,2
dangrdul,2
bdagbyams,2
sanytsar,2
kaksh'i,2
phragkhrag,2
shigbcu,2
shak'i,2
bapsya,2
panggu,2
dakshu,2
aasmadra,2
'dzag'dus,2
daggza',2
aarya'i,2
tv'asmee,2
dagche,2
bhakt'i,2
shigkhu,2
jee,2
nandr'i,2
bdagtsher,2
gnasg,2
prikte,2
seddhi,2
shdye,2
r'arsha,2
logdes,2
bdagrta,2
lidzdza,2
shukla'i,2
darta,2
semsdon,2
khragkhrag,2
aasminni,2
sh'ant'i,2
kviba,2
lv'am,2
solut,2
khragrngabs,2
nisdug,2
ljad,2
tana'i,2
shikshe,2
gzhugsngar,2
thot,2
bzloglus,2
dushtr'a,2
dorigs,2
shogngag,2
cigdrag,2
kagnyis,2
n'adni,2
tsakko,2
rtshi,2
pa'ogdams,2
ba'o'jigs,2
dztsha,2
thaggzhal,2
dhuka'o,2
thasta,2
kshl'i'o,2
zhigmu,2
bidzra,2
k'antoo,2
ratstsandra,2
shatshil,2
aasm'ata,2
madzdzha,2
btsagces,2
pabar,2
dagbrda,2
gigtso,2
'dugtsandan,2
ciggzhi,2
nirp'a,2
stha'i'o,2
kyana'o,2
dangtshig,2
hirsh'a,2
bhiktu,2
ganggu,2
m'ardzantu,2
ganggo,2
bzhaggal,2
cim,2
um,2
beet'u,2
n'andh'i,2
sprugdge,2
rtsi'i'o,2
manytsu,2
kuth'a,2
bhidma,2
m'ant'a,2
lardzogs,2
lasbyung,2
yissems,2
nasmkhas,2
yastad,2
tetstsh'a,2
mritshn'a,2
autstshasma,2
hatpha,2
shigmkhan,2
sminn'a,2
karkandh'u,2
gamngon,2
so'grub,2
rorten,2
dhryang,2
sh'irsho,2
nobye,2
migci,2
sgi,2
po'onang,2
shilpam,2
dangrlung,2
tshigbden,2
dr'argha,2
'gyurmdog,2
'amyang,2
sregrang,2
kakkol'a,2
cigzhes,2
datt'at,2
ba'otheg,2
brastha,2
togder,2
tshignges,2
lordhva,2
steeshtsa,2
shushi,2
prika,2
giphye,2
dolung,2
r'adhi,2
r'adha,2
dvit,2
shdzi,2
dbulji,2
ga'bra,2
tdang,2
truta,2
dagnyan,2
tenta,2
yinblang,2
tsoshnam,2
brashdzi,2
b'ante,2
phyugso,2
zhogmi,2
p'adbhya,2
ymrum,2
prani,2
na'osprul,2
ngagsems,2
ghinytsu,2
cigthugs,2
gikhyod,2
blugde'i,2
blee,2
svamkshya,2
tartha,2
nartstshi,2
kyapra'o,2
proornu,2
rmin,2
linde,2
milla,2
karatna,2
aud'atta,2
toshna,2
'dugrnal,2
manydzu'i,2
shigsnang,2
tsaa,2
aarbadbhi,2
dby,2
y'antya,2
pisba,2
garbhod,2
nvanti'o,2
zhag'khrig,2
rosnang,2
sphurdzi,2
ttram,2
tshigbya,2
pashts'atta,2
butta,2
brdegces,2
tshita,2
t'aksham,2
zhigdrang,2
neergho,2
tstshannam,2
byed'jig,2
aya,2
shaksh'i,2
stsel,2
k'isha,2
bh'ishmi,2
a'ai,2
brtagde'i,2
sikshya,2
dgagchu,2
cigras,2
nilag,2
dobyis,2
pr'ak,2
rtagsems,2
br'at,2
shvatth'a,2
gzhagrgyud,2
lit'i,2
sabda,2
byadam,2
dag'debs,2
krunytse,2
bedbritt'a,2
kr',2
